Terrarium,insect,ter_no,Name_x,customer identifier,cust_no,Name_y,tpe,Contact number,First Purchase period,key,description,food portions per day
untracked,x,2500,untracked,259,259,Hana Clabaugh,d,074-262-7203,239012,x,Xigua,4.5
namen,x,1611,namen,153,153,Bebe Mathieu,p,074-585-5515,202100,x,Xigua,4.5
unshrunk,h,2588,unshrunk,225,225,Lacie Shirkey,s,079-280-8212,202004,h,humbug,0.0
littoria,p,1885,littoria,164,164,Rozanne Labrador,g,086-701-1551,202003,p,Praying mantis,8.0
untriturated,d,2736,untriturated,59,59,Irish Jensen,h,081-970-5000,202003,d,Unknown insect type (imputed),5.0
unsputtering,t,2519,unsputtering,309,309,Enda Bussiere,r,083-389-8998,202010,t,Tsetse fly,5.0
perforated,f,2075,perforated,33,33,Janelle Busch,w,077-721-2347,202104,f,flea,3.0
ascension,c,2295,ascension,117,117,Artie Stiff,n,071-245-3352,202107,c,catapillar,1.0
tunny,m,3108,tunny,200,200,Lyle Nix,i,076-117-1648,201906,m,Maggot,5.5
thoas,l,1642,thoas,301,301,Micah Sabado,l,075-365-9474,202102,l,Locust,99.0
thomisid,f,2291,thomisid,230,230,Blythe Statton,c,073-404-5450,202104,f,flea,3.0
unsubverted,t,2660,unsubverted,220,220,Shasta Packett,x,083-208-4658,201910,t,Tsetse fly,5.0
unison,k,2721,unison,278,278,Lilliam Ming,x,086-885-6234,202100,k,Katydid,3.0
salaam,o,2907,salaam,228,228,Jose Swofford,p,080-771-7187,202104,o,Orange Sulfur Butterfly,13.0
upgrade,k,3154,upgrade,212,212,Rubye Marchal,c,078-532-7977,202008,k,Katydid,3.0
stylar,f,2922,stylar,85,85,Amanda Wolske,p,084-964-8962,202101,f,flea,3.0
repeatability,h,1828,repeatability,275,275,Raguel Burdge,b,079-392-3974,202110,h,humbug,0.0
vermonter,s,2124,vermonter,99,99,Cora Rester,y,079-523-8303,202107,s,Stick insect,9.0
roget,b,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,b,bee,1.0
ingeminated,l,1957,ingeminated,300,300,Grayce Thatcher,x,080-105-3161,202103,l,Locust,99.0
balsamaceous,s,1030,balsamaceous,24,24,Shirl Plotner,c,087-628-6789,201910,s,Stick insect,9.0
nonelevation,e,1011,nonelevation,98,98,Erik Ruffner,g,083-749-8977,202010,e,Elephant hawk moth,2.0
acquisitive,e,1045,acquisitive,156,156,Aurore Fisch,e,079-564-4073,202008,e,Elephant hawk moth,2.0
ripon,p,1623,ripon,122,122,Emmett Gebhard,f,081-153-9951,202011,p,Praying mantis,8.0
whiggism,u,2991,whiggism,70,70,Chase Cregan,o,086-116-2278,201902,u,Underwing,6.0
bergamo,h,2200,bergamo,75,75,Ervin Hepburn,b,080-382-6212,202111,h,humbug,0.0
stylar,e,2922,stylar,85,85,Amanda Wolske,p,084-964-8962,202101,e,Elephant hawk moth,2.0
unsputtering,v,2519,unsputtering,309,309,Enda Bussiere,r,083-389-8998,202010,v,Velvet ant,2.0
libau,t,3063,libau,301,301,Micah Sabado,l,075-365-9474,202102,t,Tsetse fly,5.0
unprofane,z,2649,unprofane,99,99,Cora Rester,y,079-523-8303,202107,z,Zorapteran,5.0
menes,r,1379,menes,234,234,Yuko Allington,z,080-214-5625,202104,r,Rhinoceros beetle,35.0
radios,v,1968,radios,179,179,Trinity Roda,o,079-428-4550,201900,v,Velvet ant,2.0
intensionally,w,1946,intensionally,186,186,Beryl Delossantos,b,078-560-7872,202008,w,Wasp,15.0
emery,d,1497,emery,262,262,Samantha Riddell,p,083-811-7115,201904,d,Unknown insect type (imputed),5.0
scleroblast,u,2402,scleroblast,207,207,Rudy Ketcher,i,074-787-4121,201901,u,Underwing,6.0
terminableness,n,2010,terminableness,3,3,Pearly Lozada,c,076-971-5923,201902,n,Nit,4.0
unprofane,x,2649,unprofane,99,99,Cora Rester,y,079-523-8303,202107,x,Xigua,4.5
unfulsome,l,1991,unfulsome,24,24,Shirl Plotner,c,087-628-6789,201910,l,Locust,99.0
phototroph,d,2356,phototroph,41,41,Carmelo Wallner,x,078-519-5851,202006,d,Unknown insect type (imputed),5.0
nonincident,y,1227,nonincident,311,311,Jeanie Wentzell,d,079-537-7965,201906,y,Yellow jacket,16.0
runic,j,1680,runic,151,151,Rikki Lepak,t,085-467-3941,202104,j,Junebug,5.0
phosphatised,u,2261,phosphatised,11,11,Chana Six,m,086-823-5508,201902,u,Underwing,6.0
uncarried,k,2557,uncarried,96,96,Adell Baldree,x,078-723-8425,201908,k,Katydid,3.0
denizenship,e,1915,denizenship,249,249,Raquel Lafrance,r,086-694-9753,202008,e,Elephant hawk moth,2.0
flexo,b,1353,flexo,116,116,Clemmie Dunphy,c,079-683-5944,202101,b,bee,1.0
uncommutative,f,2656,uncommutative,241,241,Pauletta Lazo,n,082-454-6754,202103,f,flea,3.0
atlas,i,1471,atlas,7,7,Neva Leffler,y,086-594-5216,202106,i,insect,3.0
zincy,d,1490,zincy,29,29,Myrta Hundley,p,071-401-2236,201903,d,Unknown insect type (imputed),5.0
vespid,k,3169,vespid,34,34,Marica Creed,a,073-422-6326,202109,k,Katydid,3.0
roget,s,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,s,Stick insect,9.0
serbian,t,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,t,Tsetse fly,5.0
chaff,b,1455,chaff,143,143,Elisha Sandidge,b,081-781-5555,202011,b,bee,1.0
snazziness,o,2424,snazziness,44,44,Demarcus Shiroma,s,075-293-4079,201910,o,Orange Sulfur Butterfly,13.0
godin,n,1398,godin,54,54,Joel Liner,k,081-530-7557,202111,n,Nit,4.0
pomona,e,1809,pomona,221,221,Thi Mennenga,y,083-798-1764,202012,e,Elephant hawk moth,2.0
nonprudence,f,1892,nonprudence,161,161,Allen Murillo,o,085-414-1537,202104,f,flea,3.0
gummy,u,2994,gummy,160,160,Sima Coomer,r,085-159-9315,202104,u,Underwing,6.0
lated,o,1714,lated,78,78,Joslyn Haus,v,082-228-2104,202010,o,Orange Sulfur Butterfly,13.0
goya,h,3040,goya,1,1,Eladia Coltrane,x,072-304-1562,202012,h,humbug,0.0
unharmonising,y,2516,unharmonising,301,301,Micah Sabado,l,075-365-9474,202102,y,Yellow jacket,16.0
unprocessed,o,1132,unprocessed,256,256,Milagro Maria,f,085-981-6759,202009,o,Orange Sulfur Butterfly,13.0
outglitter,x,2025,outglitter,75,75,Ervin Hepburn,b,080-382-6212,202111,x,Xigua,4.5
morty,u,1596,morty,10,10,Blythe Howse,m,074-828-7587,201908,u,Underwing,6.0
unneedy,m,2675,unneedy,5,5,Reyes Davies,w,077-283-5044,202106,m,Maggot,5.5
margery,c,2136,margery,290,290,Jetta Konecny,b,076-336-1377,201901,c,catapillar,1.0
unteaselled,f,2573,unteaselled,173,173,Coy Lawler,t,083-207-5989,202002,f,flea,3.0
sneeringly,d,2155,sneeringly,293,293,Roseline Hehn,p,086-406-3049,201911,d,Unknown insect type (imputed),5.0
icelander,k,2307,icelander,54,54,Joel Liner,k,081-530-7557,202111,k,Katydid,3.0
uncinctured,y,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,y,Yellow jacket,16.0
overscrubbed,u,1193,overscrubbed,72,72,Genna Moree,x,074-376-7745,202003,u,Underwing,6.0
joeys,v,3086,joeys,213,213,Diann Trigg,l,085-396-2469,201907,v,Velvet ant,2.0
unshabbily,i,2645,unshabbily,318,318,Gonzalo Ahlstrom,c,078-738-2607,202108,i,insect,3.0
unindicated,z,2744,unindicated,221,221,Thi Mennenga,y,083-798-1764,202012,z,Zorapteran,5.0
putto,i,1383,putto,49,49,Digna Garlitz,b,072-484-1875,202009,i,insect,3.0
underrepresent,h,2770,underrepresent,37,37,Lidia Peete,j,080-216-1052,202006,h,humbug,0.0
godin,w,1398,godin,54,54,Joel Liner,k,081-530-7557,202111,w,Wasp,15.0
unethical,d,2706,unethical,59,59,Irish Jensen,h,081-970-5000,202003,d,Unknown insect type (imputed),5.0
pupilless,i,2364,pupilless,140,140,Naida Priddy,f,074-186-2384,202011,i,insect,3.0
semiprivacy,e,1311,semiprivacy,147,147,Alonzo Hiler,x,085-901-4954,202100,e,Elephant hawk moth,2.0
drammach,y,2930,drammach,133,133,Melida Gass,a,075-575-7976,202112,y,Yellow jacket,16.0
heian,j,1376,heian,319,319,Sharee Chauez,i,086-242-1859,202109,j,Junebug,5.0
detour,f,2873,detour,275,275,Raguel Burdge,b,079-392-3974,202110,f,flea,3.0
unwithdrawable,w,2493,unwithdrawable,81,81,Leanora Wickliffe,e,071-619-6458,202109,w,Wasp,15.0
serbian,s,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,s,Stick insect,9.0
unteaselled,v,2573,unteaselled,173,173,Coy Lawler,t,083-207-5989,202002,v,Velvet ant,2.0
bedside,m,3002,bedside,145,145,Drucilla Villegas,k,073-134-8894,202106,m,Maggot,5.5
maxima,f,2094,maxima,21,21,Raven Croskey,u,074-809-9073,202005,f,flea,3.0
adapt,r,1725,adapt,182,182,Lurlene Lovingood,a,081-295-4417,202107,r,Rhinoceros beetle,35.0
invulnerable,c,2109,invulnerable,21,21,Raven Croskey,u,074-809-9073,202005,c,catapillar,1.0
roget,z,1554,roget,239,239,Gertrudis Evan,l,084-243-4527,202004,z,Zorapteran,5.0
maxima,t,2094,maxima,21,21,Raven Croskey,u,074-809-9073,202005,t,Tsetse fly,5.0
guttenberg,z,2105,guttenberg,187,187,Adolfo Webb,i,085-443-4832,202101,z,Zorapteran,5.0
glass,a,1672,glass,94,94,Jeannette Callan,c,072-449-4992,201912,a,ant,1.0
mariigold,b,3162,mariigold,50,50,Alphonse Krajewski,f,082-837-1499,202006,b,bee,1.0
trawl,a,1440,trawl,166,166,Rosendo Parten,t,082-117-2337,202009,a,ant,1.0
baric,y,1645,baric,50,50,Alphonse Krajewski,f,082-837-1499,202006,y,Yellow jacket,16.0
europe,f,2964,europe,259,259,Hana Clabaugh,d,074-262-7203,239012,f,flea,3.0
lyubertsy,f,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,f,flea,3.0
unsophomoric,a,2778,unsophomoric,204,204,Gregg Blanchette,c,074-884-1593,202100,a,ant,1.0
repent,u,3188,repent,145,145,Drucilla Villegas,k,073-134-8894,202106,u,Underwing,6.0
salts,t,1543,salts,109,109,Nieves Schorn,w,080-803-1422,201904,t,Tsetse fly,5.0
newly,j,2915,newly,168,168,Marin Davisson,b,075-193-5830,201904,j,Junebug,5.0
bristleless,y,2288,bristleless,26,26,Versie Mucha,m,082-903-1924,201912,y,Yellow jacket,16.0
untrapped,u,3013,untrapped,285,285,Priscila Kilroy,c,074-992-6162,202002,u,Underwing,6.0
penthouse,n,3196,penthouse,179,179,Trinity Roda,o,079-428-4550,201900,n,Nit,4.0
ordinariate,l,1136,ordinariate,140,140,Naida Priddy,f,074-186-2384,202011,l,Locust,99.0
unvalidating,y,2554,unvalidating,199,199,Leone Matt,u,081-105-7423,201905,y,Yellow jacket,16.0
unaptly,k,1896,unaptly,233,233,Mafalda Kamerer,n,083-899-2493,202011,k,Katydid,3.0
culti,n,1649,culti,21,21,Raven Croskey,u,074-809-9073,202005,n,Nit,4.0
numerically,g,1140,numerically,200,200,Lyle Nix,i,076-117-1648,201906,g,Grasshopper,50.0
avalon,i,2181,avalon,93,93,Arianne Odonnell,p,076-751-8775,202004,i,insect,3.0
monorhinal,m,1953,monorhinal,161,161,Allen Murillo,o,085-414-1537,202104,m,Maggot,5.5
uninterred,n,2747,uninterred,204,204,Gregg Blanchette,c,074-884-1593,202100,n,Nit,4.0
laodamia,j,2044,laodamia,60,60,Eunice Spady,g,076-225-1482,202100,j,Junebug,5.0
gumweed,b,2877,gumweed,236,236,Joesph Junkin,j,081-147-6549,201905,b,bee,1.0
nonincident,o,1227,nonincident,311,311,Jeanie Wentzell,d,079-537-7965,201906,o,Orange Sulfur Butterfly,13.0
odium,b,1516,odium,75,75,Ervin Hepburn,b,080-382-6212,202111,b,bee,1.0
unrepresented,s,2641,unrepresented,303,303,Kathlene Bavaro,h,084-892-8235,201911,s,Stick insect,9.0
commanderies,i,1265,commanderies,37,37,Lidia Peete,j,080-216-1052,202006,i,insect,3.0
laodamia,m,2044,laodamia,60,60,Eunice Spady,g,076-225-1482,202100,m,Maggot,5.5
khufu,j,3089,khufu,7,7,Neva Leffler,y,086-594-5216,202106,j,Junebug,5.0
wyeth,i,1729,wyeth,313,313,Marna Linder,c,078-398-5953,202109,i,insect,3.0
wrinkliest,h,2299,wrinkliest,60,60,Eunice Spady,g,076-225-1482,202100,h,humbug,0.0
bennu,m,1577,bennu,205,205,Lakesha Mcquarrie,o,071-279-6012,202104,m,Maggot,5.5
burga,z,3177,burga,70,70,Chase Cregan,o,086-116-2278,201902,z,Zorapteran,5.0
sioux,w,1604,sioux,98,98,Erik Ruffner,g,083-749-8977,202010,w,Wasp,15.0
disinterred,e,1303,disinterred,80,80,Rickie Osman,l,078-133-9611,202103,e,Elephant hawk moth,2.0
unbinned,q,2979,unbinned,107,107,Dustin Haynie,k,074-190-5821,201911,q,Queen bee,11.0
collaboratively,i,1224,collaboratively,60,60,Eunice Spady,g,076-225-1482,202100,i,insect,3.0
uninterred,m,2747,uninterred,204,204,Gregg Blanchette,c,074-884-1593,202100,m,Maggot,5.5
unindicated,z,2744,unindicated,221,221,Thi Mennenga,y,083-798-1764,202012,z,Zorapteran,5.0
lilac,p,1459,lilac,308,308,Angela Schoenborn,p,079-660-5912,201904,p,Praying mantis,8.0
denizenship,x,1915,denizenship,249,249,Raquel Lafrance,r,086-694-9753,202008,x,Xigua,4.5
proelectrification,f,1182,proelectrification,275,275,Raguel Burdge,b,079-392-3974,202110,f,flea,3.0
overscrubbed,w,1193,overscrubbed,72,72,Genna Moree,x,074-376-7745,202003,w,Wasp,15.0
embarrassed,f,2029,embarrassed,202,202,Toshia Hostetter,a,084-997-6773,201903,f,flea,3.0
urdu,z,2842,urdu,2,2,Jewel Rueda,l,077-431-5682,201911,z,Zorapteran,5.0
examinable,q,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,q,Queen bee,11.0
jerkinhead,k,2003,jerkinhead,120,120,Eddy Wire,k,083-815-6813,202003,k,Katydid,3.0
spuming,f,3070,spuming,34,34,Marica Creed,a,073-422-6326,202109,f,flea,3.0
pocahontas,v,1923,pocahontas,204,204,Gregg Blanchette,c,074-884-1593,202100,v,Velvet ant,2.0
knead,r,1425,knead,171,171,Shawanna Shoemake,q,081-441-5381,201903,r,Rhinoceros beetle,35.0
index,c,3158,index,81,81,Leanora Wickliffe,e,071-619-6458,202109,c,catapillar,1.0
erringly,x,1877,erringly,306,306,Lera Calcote,p,084-450-5529,201912,x,Xigua,4.5
unteaselled,v,2573,unteaselled,173,173,Coy Lawler,t,083-207-5989,202002,v,Velvet ant,2.0
errant,v,3082,errant,293,293,Roseline Hehn,p,086-406-3049,201911,v,Velvet ant,2.0
iyyar,g,1501,iyyar,21,21,Raven Croskey,u,074-809-9073,202005,g,Grasshopper,50.0
acoustically,a,1151,acoustically,19,19,Jaymie Helsley,z,075-522-2685,202007,a,ant,1.0
polydisperse,f,1288,polydisperse,195,195,Terrance Latson,g,085-188-9761,189901,f,flea,3.0
discipline,l,2082,discipline,246,246,Lilla Mccombs,k,074-240-6787,201906,l,Locust,99.0
aiea,o,1813,aiea,68,68,Margrett Lenoir,x,085-130-2200,202006,o,Orange Sulfur Butterfly,13.0
disinterred,b,1303,disinterred,80,80,Rickie Osman,l,078-133-9611,202103,b,bee,1.0
pleiades,e,2318,pleiades,117,117,Artie Stiff,n,071-245-3352,202107,e,Elephant hawk moth,2.0
melinite,c,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,c,catapillar,1.0
portance,c,3207,portance,239,239,Gertrudis Evan,l,084-243-4527,202004,c,catapillar,1.0
guitarfishes,s,1018,guitarfishes,129,129,Janae Laiche,t,075-651-7964,202002,s,Stick insect,9.0
inexplosive,t,973,inexplosive,257,257,Yu Hamlett,s,076-171-1369,202005,t,Tsetse fly,5.0
ameer,s,1630,ameer,252,252,Carman Lalli,e,080-363-4097,202109,s,Stick insect,9.0
sioux,o,1604,sioux,98,98,Erik Ruffner,g,083-749-8977,202010,o,Orange Sulfur Butterfly,13.0
precorrespondence,q,1759,precorrespondence,76,76,Porter Ferry,e,077-902-6030,202006,q,Queen bee,11.0
propagandist,y,1239,propagandist,42,42,Veola Olvera,k,079-134-4502,202005,y,Yellow jacket,16.0
atlas,o,1471,atlas,7,7,Neva Leffler,y,086-594-5216,202106,o,Orange Sulfur Butterfly,13.0
mokpo,v,1634,mokpo,39,39,Wilburn Kimsey,t,079-343-4425,201906,v,Velvet ant,2.0
noisomely,s,1775,noisomely,223,223,Tomika Odea,b,075-563-8368,201912,s,Stick insect,9.0
endomorphism,z,1110,endomorphism,80,80,Rickie Osman,l,078-133-9611,202103,z,Zorapteran,5.0
homer,e,1687,homer,148,148,Winifred Crumpler,r,080-112-6591,202012,e,Elephant hawk moth,2.0
prothalloid,e,2451,prothalloid,251,251,Cindi Jeremiah,o,075-985-7988,201903,e,Elephant hawk moth,2.0
counterweight,d,2303,counterweight,176,176,Sandra Griego,k,077-259-7055,202112,d,Unknown insect type (imputed),5.0
maxima,z,2094,maxima,21,21,Raven Croskey,u,074-809-9073,202005,z,Zorapteran,5.0
underlaying,c,2090,underlaying,41,41,Carmelo Wallner,x,078-519-5851,202006,c,catapillar,1.0
pedocal,x,2204,pedocal,26,26,Versie Mucha,m,082-903-1924,201912,x,Xigua,4.5
discommodiously,k,2056,discommodiously,295,295,Shantelle Rosner,a,084-547-2476,202000,k,Katydid,3.0
unniched,d,2497,unniched,5,5,Reyes Davies,w,077-283-5044,202106,d,Unknown insect type (imputed),5.0
hylotropic,f,1904,hylotropic,177,177,Cristie Argento,n,086-909-8832,202102,f,flea,3.0
croceatas,m,2014,croceatas,124,124,Rosalind Sae,v,072-803-8713,202011,m,Maggot,5.5
untrod,g,2694,untrod,251,251,Cindi Jeremiah,o,075-985-7988,201903,g,Grasshopper,50.0
burga,y,3177,burga,70,70,Chase Cregan,o,086-116-2278,201902,y,Yellow jacket,16.0
lidias,e,2918,lidias,59,59,Irish Jensen,h,081-970-5000,202003,e,Elephant hawk moth,2.0
venetia,g,2185,venetia,261,261,Jeremiah Kazee,i,082-952-9820,202106,g,Grasshopper,50.0
richet,v,3181,richet,166,166,Rosendo Parten,t,082-117-2337,202009,v,Velvet ant,2.0
albin,a,1657,albin,316,316,Young Bueno,f,084-600-8108,197001,a,ant,1.0
maxima,k,2094,maxima,21,21,Raven Croskey,u,074-809-9073,202005,k,Katydid,3.0
stern,z,1372,stern,94,94,Jeannette Callan,c,072-449-4992,201912,z,Zorapteran,5.0
inverness,i,2337,inverness,39,39,Wilburn Kimsey,t,079-343-4425,201906,i,insect,3.0
scrupleless,q,2409,scrupleless,269,269,Juliette Lyford,z,080-755-2008,201908,q,Queen bee,11.0
nonperpetration,i,1155,nonperpetration,96,96,Adell Baldree,x,078-723-8425,201908,i,insect,3.0
unprovoking,u,2607,unprovoking,182,182,Lurlene Lovingood,a,081-295-4417,202107,u,Underwing,6.0
upington,u,2652,upington,161,161,Allen Murillo,o,085-414-1537,202104,u,Underwing,6.0
uninsulated,k,2630,uninsulated,125,125,Brice Bonhomme,d,083-379-4932,201905,k,Katydid,3.0
attis,f,1417,attis,252,252,Carman Lalli,e,080-363-4097,202109,f,flea,3.0
calcium,e,2234,calcium,5,5,Reyes Davies,w,077-283-5044,202106,e,Elephant hawk moth,2.0
propagandist,e,1239,propagandist,42,42,Veola Olvera,k,079-134-4502,202005,e,Elephant hawk moth,2.0
uncinctured,d,2861,uncinctured,217,217,Rodger Yamashita,b,082-801-7304,202100,d,Unknown insect type (imputed),5.0
dishonest,i,2398,dishonest,158,158,Willie Wiegand,t,086-432-8382,202108,i,insect,3.0
littoria,h,1885,littoria,164,164,Rozanne Labrador,g,086-701-1551,202003,h,humbug,0.0
unperversive,m,2664,unperversive,166,166,Rosendo Parten,t,082-117-2337,202009,m,Maggot,5.5
undeterrable,r,2763,undeterrable,88,88,Edgar Benfield,j,077-940-5354,202002,r,Rhinoceros beetle,35.0
turkophobia,f,1064,turkophobia,88,88,Edgar Benfield,j,077-940-5354,202002,f,flea,3.0
lyubertsy,e,2489,lyubertsy,122,122,Emmett Gebhard,f,081-153-9951,202011,e,Elephant hawk moth,2.0
nepal,i,3222,nepal,9,9,Phillis Wainright,w,071-988-2023,201904,i,insect,3.0
prealleged,c,1756,prealleged,221,221,Thi Mennenga,y,083-798-1764,202012,c,catapillar,1.0
machetes,z,2462,machetes,239,239,Gertrudis Evan,l,084-243-4527,202004,z,Zorapteran,5.0
automorphic,k,1319,automorphic,67,67,Li Birdwell,g,077-249-1815,202005,k,Katydid,3.0
escalope,i,1972,escalope,117,117,Artie Stiff,n,071-245-3352,202107,i,insect,3.0
spuming,l,3070,spuming,34,34,Marica Creed,a,073-422-6326,202109,l,Locust,99.0
unpacifistic,h,1129,unpacifistic,291,291,Emmie Raiford,l,087-562-1847,202110,h,humbug,0.0
examinable,v,1987,examinable,150,150,Madelene Stanforth,w,081-233-7668,201908,v,Velvet ant,2.0
alem,j,2386,alem,316,316,Young Bueno,f,084-600-8108,197001,j,Junebug,5.0
voces,u,1368,voces,101,101,Sharyn Troy,d,074-190-5827,202103,u,Underwing,6.0
ungag,v,1607,ungag,145,145,Drucilla Villegas,k,073-134-8894,202106,v,Velvet ant,2.0
extensionless,p,1908,extensionless,15,15,Tiffaney Kratky,l,076-373-2923,202002,p,Praying mantis,8.0
melinite,v,1797,melinite,202,202,Toshia Hostetter,a,084-997-6773,201903,v,Velvet ant,2.0
lectern,q,2956,lectern,41,41,Carmelo Wallner,x,078-519-5851,202006,q,Queen bee,11.0
rigaudon,n,2212,rigaudon,99,99,Cora Rester,y,079-523-8303,202107,n,Nit,4.0
nepal,h,3222,nepal,9,9,Phillis Wainright,w,071-988-2023,201904,h,humbug,0.0
recodified,m,2022,recodified,256,256,Milagro Maria,f,085-981-6759,202009,m,Maggot,5.5
pinta,m,1452,pinta,220,220,Shasta Packett,x,083-208-4658,201910,m,Maggot,5.5
dissolve,x,2960,dissolve,184,184,Sudie Bulkley,a,075-105-6323,202100,x,Xigua,4.5
bastardy,m,1889,bastardy,119,119,Teodoro Kellam,k,079-496-8800,202002,m,Maggot,5.5
understandability,x,2633,understandability,166,166,Rosendo Parten,t,082-117-2337,202009,x,Xigua,4.5
immersion,t,2455,immersion,67,67,Li Birdwell,g,077-249-1815,202005,t,Tsetse fly,5.0
griming,b,3021,griming,133,133,Melida Gass,a,075-575-7976,202112,b,bee,1.0
coccygius,z,1752,coccygius,228,228,Jose Swofford,p,080-771-7187,202104,z,Zorapteran,5.0
unfostered,m,2801,unfostered,208,208,Jerrica Shears,j,078-322-2008,202105,m,Maggot,5.5
crate,t,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,t,Tsetse fly,5.0
immersion,m,2455,immersion,67,67,Li Birdwell,g,077-249-1815,202005,m,Maggot,5.5
stern,w,1372,stern,94,94,Jeannette Callan,c,072-449-4992,201912,w,Wasp,15.0
fiendishness,i,1911,fiendishness,103,103,Zelda Bridgett,r,085-887-8677,201906,i,insect,3.0
upturn,l,3097,upturn,72,72,Genna Moree,x,074-376-7745,202003,l,Locust,99.0
monorhinal,v,1953,monorhinal,161,161,Allen Murillo,o,085-414-1537,202104,v,Velvet ant,2.0
pocahontas,y,1923,pocahontas,204,204,Gregg Blanchette,c,074-884-1593,202100,y,Yellow jacket,16.0
rampageous,i,2405,rampageous,208,208,Jerrica Shears,j,078-322-2008,202105,i,insect,3.0
kingtehchen,k,2432,kingtehchen,153,153,Bebe Mathieu,p,074-585-5515,202100,k,Katydid,3.0
cougar,f,2880,cougar,233,233,Mafalda Kamerer,n,083-899-2493,202011,f,flea,3.0
usbek,v,1486,usbek,153,153,Bebe Mathieu,p,074-585-5515,202100,v,Velvet ant,2.0
embrittle,o,2272,embrittle,46,46,Lorie Winer,m,077-556-5195,202105,o,Orange Sulfur Butterfly,13.0
zincy,y,1490,zincy,29,29,Myrta Hundley,p,071-401-2236,201903,y,Yellow jacket,16.0
lanthanum,v,2060,lanthanum,208,208,Jerrica Shears,j,078-322-2008,202105,v,Velvet ant,2.0
putto,r,1383,putto,49,49,Digna Garlitz,b,072-484-1875,202009,r,Rhinoceros beetle,35.0
icelander,u,2307,icelander,54,54,Joel Liner,k,081-530-7557,202111,u,Underwing,6.0
gratefulness,j,2117,gratefulness,282,282,Latisha Cusson,z,080-978-5005,202112,j,Junebug,5.0
untimely,k,2637,untimely,135,135,Kenia Parrett,p,074-997-3189,202103,k,Katydid,3.0
serbian,x,2466,serbian,107,107,Dustin Haynie,k,074-190-5821,201911,x,Xigua,4.5
unniched,b,2497,unniched,5,5,Reyes Davies,w,077-283-5044,202106,b,bee,1.0
mokpo,v,1634,mokpo,39,39,Wilburn Kimsey,t,079-343-4425,201906,v,Velvet ant,2.0
riata,o,2371,riata,98,98,Erik Ruffner,g,083-749-8977,202010,o,Orange Sulfur Butterfly,13.0
lidias,t,2918,lidias,59,59,Irish Jensen,h,081-970-5000,202003,t,Tsetse fly,5.0
unrepetitious,k,2854,unrepetitious,221,221,Thi Mennenga,y,083-798-1764,202012,k,Katydid,3.0
tobie,p,3025,tobie,217,217,Rodger Yamashita,b,082-801-7304,202100,p,Praying mantis,8.0
foretop,y,3112,foretop,145,145,Drucilla Villegas,k,073-134-8894,202106,y,Yellow jacket,16.0
viscidness,s,2223,viscidness,29,29,Myrta Hundley,p,071-401-2236,201903,s,Stick insect,9.0
aba,u,3184,aba,272,272,Coletta Madera,f,079-311-1937,202009,u,Underwing,6.0
morty,r,1596,morty,10,10,Blythe Howse,m,074-828-7587,201908,r,Rhinoceros beetle,35.0
scrupleless,y,2409,scrupleless,269,269,Juliette Lyford,z,080-755-2008,201908,y,Yellow jacket,16.0
unpestilent,d,2869,unpestilent,147,147,Alonzo Hiler,x,085-901-4954,202100,d,Unknown insect type (imputed),5.0
crate,n,1600,crate,85,85,Amanda Wolske,p,084-964-8962,202101,n,Nit,4.0
croceatas,b,2014,croceatas,124,124,Rosalind Sae,v,072-803-8713,202011,b,bee,1.0
embarrassed,f,2029,embarrassed,202,202,Toshia Hostetter,a,084-997-6773,201903,f,flea,3.0
zanily,g,2253,zanily,67,67,Li Birdwell,g,077-249-1815,202005,g,Grasshopper,50.0
knead,l,1425,knead,171,171,Shawanna Shoemake,q,081-441-5381,201903,l,Locust,99.0
vermonter,b,2124,vermonter,99,99,Cora Rester,y,079-523-8303,202107,b,bee,1.0
unstrict,l,2523,unstrict,19,19,Jaymie Helsley,z,075-522-2685,202007,l,Locust,99.0
disinterred,c,1303,disinterred,80,80,Rickie Osman,l,078-133-9611,202103,c,catapillar,1.0
tautomeric,a,1763,tautomeric,189,189,Henry Mcnew,o,082-332-5238,201903,a,ant,1.0
endoparasite,y,1873,endoparasite,10,10,Blythe Howse,m,074-828-7587,201908,y,Yellow jacket,16.0
unstartling,c,2352,unstartling,247,247,Robbyn Carlberg,u,078-601-9398,202006,c,catapillar,1.0
burga,g,3177,burga,70,70,Chase Cregan,o,086-116-2278,201902,g,Grasshopper,50.0
manipulative,t,1866,manipulative,228,228,Jose Swofford,p,080-771-7187,202104,t,Tsetse fly,5.0
griming,w,3021,griming,133,133,Melida Gass,a,075-575-7976,202112,w,Wasp,15.0
bergamo,h,2200,bergamo,75,75,Ervin Hepburn,b,080-382-6212,202111,h,humbug,0.0
uncompanionable,k,2683,uncompanionable,168,168,Marin Davisson,b,075-193-5830,201904,k,Katydid,3.0
